name,longitude,latitude,address,CITY,STATE,ZIP5,zip4,County
Lafayette Mart,-90.671715,40.462135,340 N Lafayette St,Macomb,IL,61455,1506,MCDONOUGH 
Dollar General 20692,-89.087097,38.756126,7755 US Highway 51,Patoka,IL,62875,1113,MARION 
Dollar General 20864,-87.804695,40.30603,305 W State St,Potomac,IL,61865,9402,VERMILION 
"Sunrise Health Foods, Inc",-89.609039,40.745396,4700 N University St,Peoria,IL,61614,5890,PEORIA 
La Tropicana Fresh Market,-87.726151,41.899288,1005 N Pulaski Rd,Chicago,IL,60651,3641,COOK 
7-Eleven Store 33865J,-87.975517,41.802822,301 N Cass Ave,Westmont,IL,60559,1524,DU PAGE 
CIRCLE K 4706745,-88.161507,41.579483,3021 Plainfield Rd,Joliet,IL,60435,1192,WILL 
Casey's General Store 1555,-87.896477,40.458218,520 S Main St,Rankin,IL,60960,7024,VERMILION 
A & A Schaumburg Road Bp Llc,-87.718422,41.641319,13830 S Pulaski Rd,Crestwood,IL,60418,3100,COOK 
Geneva Stop N Shop,-88.278923,41.886505,1409 E State St,Geneva,IL,60134,2489,KANE 
Plainfield Bp Inc NA,-88.182137,41.590134,16141 S Lincoln Hwy,Plainfield,IL,60586,5183,WILL 
Fresh Stop Prouce And Market,-87.652832,41.939968,930 W Belmont Ave,Chicago,IL,60657,4493,COOK 
Dollar General 21006,-88.622429,40.573246,310 W State Highway Rt 165,Colfax,IL,61728,,MCLEAN 
Green Valley,-87.902771,41.877308,352 N Wolf Rd,Hillside,IL,60162,1410,COOK 
R&d Food And Liquor,-87.844704,42.341717,1026 10th St,Waukegan,IL,60085,7311,LAKE 
New Nebraska Food Mart,-89.603256,40.710293,1830 N Sheridan Rd,Peoria,IL,61604,4020,PEORIA 
Patel Brothers,-87.837334,42.053844,9555 N Milwaukee Ave,Niles,IL,60714,1211,COOK 
Food Shop,-89.643059,39.813568,1028 N 9th St,Springfield,IL,62702,3948,SANGAMON 
TRADER JOE'S 706,-87.588058,41.795277,1526 E 55th St,Chicago,IL,60615,5527,COOK 
Hollywood Deli,-87.655746,41.985847,5700 N Sheridan Rd,Chicago,IL,60660,8769,COOK 
7-Eleven Store 33784H,-88.283073,42.163605,501 E Algonquin Rd,Algonquin,IL,60102,3004,MCHENRY 
Speedway 3961,-89.561073,39.961838,4895 Dinius Rd,Williamsville,IL,62693,9207,SANGAMON 
Big Lots 4696,-90.507217,41.468353,4555 16th St,Moline,IL,61265,7043,ROCK ISLAND 
Thorntons 329,-88.059174,41.673244,1321 N Joliet Rd,Romeoville,IL,60446,4053,WILL 
Kraemart,-87.885414,39.332241,209 W Cumberland St,Martinsville,IL,62442,1026,CLARK 
Kraemart,-87.668678,39.214966,202 S State Highway 1,West Union,IL,62477,1052,CLARK 
Stop N Save Llc,-90.054047,38.547089,7311 Old Saint Louis Rd,Belleville,IL,62223,3503,ST CLAIR 
Madoris Liquor & Deli,-87.73732,41.625008,14710 Cicero Ave,Midlothian,IL,60445,3173,COOK 
ALDI 62,-87.987526,42.386017,7520 Grand Ave,Gurnee,IL,60031,1552,LAKE 
CASEY'S GENERAL STORE 3866,-89.486336,40.921127,1232 N 4th St,Chillicothe,IL,61523,1563,PEORIA 
CASEY'S GENERAL STORE 3834,-88.289429,42.090191,700 S 8th St,West Dundee,IL,60118,2102,KANE 
CASEY'S GENERAL STORE 3861,-88.969444,42.254917,1410 S Bell School Rd,Rockford,IL,61108,2615,WINNEBAGO 
DOLLARTREE 7838,-89.390633,38.87862,1602 S State Route 127,Greenville,IL,62246,2538,BOND 
Big Lots 4689,-89.706635,39.76889,2701 S Veterans Pkwy,Springfield,IL,62704,6402,SANGAMON 
Dollar General 21520,-89.052483,42.258499,2715 Charles St,Rockford,IL,61108,1609,WINNEBAGO 
Family Dollar 12457,-87.557205,41.592419,16717 Torrence Ave,Lansing,IL,60438,6018,COOK 
Speedway 3715,-88.120621,41.572823,20750 Patrick Dr,Crest Hill,IL,60403,,WILL 
DOLLARTREE 7990,-87.748428,42.052635,9426 Skokie Blvd,Skokie,IL,60077,1311,COOK 
DOLLARTREE 7962,-88.711739,37.153893,1624 E 5th St,Metropolis,IL,62960,2720,MASSAC 
ALDI  10,-87.723663,41.811489,4501 S Pulaski Rd,Chicago,IL,60632,4035,COOK 
ALDI  36,-90.027504,40.556068,20 N 5th Ave,Canton,IL,61520,2860,FULTON 
WALGREENS  0215,-87.701736,41.844521,3045 W 26th St,Chicago,IL,60623,4131,COOK 
CVS 6453,-89.578766,40.667458,200 N Main St,East Peoria,IL,61611,2549,TAZEWELL 
UFS SAVINGS CENTER,-89.609795,40.678547,1800 SW Adams St,Peoria,IL,61602,1716,PEORIA 
PETE'S FRESH MARKET 1,-87.703461,41.788853,5724 S Kedzie Ave,Chicago,IL,60629,2408,COOK 
WALGREENS  3014,-88.259872,41.733425,2311 Ogden Ave,Aurora,IL,60504,7221,DU PAGE 
Casey's General Store 1754,-90.501945,40.551819,695 Cole St,Bushnell,IL,61422,1501,MCDONOUGH 
JOFEN ORIENTAL FRESH MARKET,-88.068832,41.711334,457 N Bolingbrook Dr,Bolingbrook,IL,60440,1322,WILL 
BELLEVILLE MOTO MART 3102,-89.993546,38.513767,701 W Main St,Belleville,IL,62220,1514,ST CLAIR 
RHODES MARKET INC,-90.953583,40.230309,409 Main St,Augusta,IL,62311,1220,HANCOCK 
WALGREENS #5724 05724,-87.722321,41.764801,7045 S Pulaski Rd,Chicago,IL,60629,5833,COOK 
Casey's General Store 1760,-89.119987,39.703793,413 N Railroad Ave,Blue Mound,IL,62513,,MACON 
NOWAK'S FARMERS MARKET & LIQUOR,-87.757851,41.924053,5259 W Fullerton Ave,Chicago,IL,60639,1445,COOK 
HUCKS  186,-88.985939,40.31205,701 W Cleveland St,Heyworth,IL,61745,9174,MCLEAN 
"HENSON'S SOUTHSIDE MEATS, INC.",-87.657654,41.156879,423 E Indiana St,Momence,IL,60954,1633,KANKAKEE 
ED'S WAY FOOD MART,-87.811592,41.868931,946 Beloit Ave,Forest Park,IL,60130,2302,COOK 
Casey's General Store 1764,-88.976227,40.467693,911 Morrissey Dr,Bloomington,IL,61701,6949,MCLEAN 
Casey's General Store 1766,-88.979607,39.822205,1671 S Taylorville Rd,Decatur,IL,62521,3950,MACON 
Casey's General Store 1758,-90.32119,39.112022,723 S State St,Jerseyville,IL,62052,2357,JERSEY 
Walgreens 03136,-90.174469,38.561172,1201 Camp Jackson Rd,Cahokia,IL,62206,2231,ST CLAIR 
ALDI  26,-87.674263,41.928886,2600 N Clybourn Ave,Chicago,IL,60614,1004,COOK 
Casey's General Store 1618,-89.64991,40.407173,Rte 29 & Main St,Green Valley,IL,61534,,TAZEWELL 
"EL PORVENIR, INC.",-87.754074,41.848251,2336 S Laramie Ave,Cicero,IL,60804,2854,COOK 
SCHNUCKS SWANSEA STORE 120,-89.98394,38.543076,2665 N Illinois St,Swansea,IL,62226,2302,ST CLAIR 
Walgreens 4438,-88.005737,42.002686,930 Elk Grove Town Ctr,Elk Grove Village,IL,60007,3754,COOK 
EXPRESS LANE 21,-89.925018,41.238071,511 S Main St,Kewanee,IL,61443,2817,HENRY 
SAVE-A-LOT,-88.556412,39.123028,101 N Keller Dr,Effingham,IL,62401,1838,EFFINGHAM 
FRESH FOODS,-89.243492,37.730267,1927 W Main St,Carbondale,IL,62901,2167,JACKSON 
Casey's General Store 1756,-87.756371,38.716431,507 E State St,Bridgeport,IL,62417,1753,LAWRENCE 
Walgreens 03322,-89.058571,42.260502,2323 Charles St,Rockford,IL,61104,1550,WINNEBAGO 
WALGREENS  03283,-89.077156,42.310089,3325 North Main St,Rockford,IL,61103,3128,WINNEBAGO 
CATTLEMEN'S MEAT MARKET INC,-90.57222,41.493725,1700 18th Ave,Rock Island,IL,61201,3609,ROCK ISLAND 
TEL AVIV KOSHER BAKERY,-87.703918,41.997517,2944 W Devon Ave,Chicago,IL,60659,1556,COOK 
Casey's General Store 1771,-90.72773,39.708397,301 W Quincy St,Griggsville,IL,62340,1101,PIKE 
Schwans Home Service 102320,-89.022804,42.375023,9941 N Alpine Rd,Machesney Park,IL,61115,8212,WINNEBAGO 
ALDI 2,-87.743011,41.931564,4627 W Diversey Ave,Chicago,IL,60639,1828,COOK 
Walgreens 03212,-87.613747,40.125633,842 E Main St,Danville,IL,61832,5957,VERMILION 
Casey's General Store 1770,-88.039085,40.113125,401 E Warren St,Saint Joseph,IL,61873,9203,CHAMPAIGN 
Casey's General Store 1750,-90.401619,40.801998,101 S Monroe St,Abingdon,IL,61410,1458,KNOX 
WALGREENS  2903,-87.755989,41.880421,5222 W Madison St,Chicago,IL,60644,4141,COOK 
WALGREENS  2211,-87.606445,41.802971,5036 S Cottage Grove Ave,Chicago,IL,60615,2642,COOK 
Schwans Home Service 118070,-88.417671,40.192654,802 W Hickory St,Mahomet,IL,61853,9068,CHAMPAIGN 
Casey's General Store 1774,-89.82151,37.913498,1226 State St,Chester,IL,62233,1661,RANDOLPH 
Walgreens 02387,-87.584473,41.736973,1616 E 87th St,Chicago,IL,60617,2727,COOK 
Casey's General Store 1778,-90.144592,39.039104,115 S Maple St,Brighton,IL,62012,1157,MACOUPIN 
Casey's General Store 1775,-87.668709,40.459072,225 E Orange St,Hoopeston,IL,60942,,VERMILION 
"LA FRUTERIA, INC.",-87.551292,41.733353,8909 S Commercial Ave,Chicago,IL,60617,3202,COOK 
Casey's General Store 1401,-88.941231,40.154068,1603 E Washington St,Clinton,IL,61727,1807,DE WITT 
Casey's General Store 1792,-88.012939,38.520676,601 W Church St,West Salem,IL,62476,1258,EDWARDS 
Casey's General Store 1394,-89.781876,40.425644,100 S Adams St,Manito,IL,61546,,MASON 
LA FERIA GROCERY,-87.551048,41.71899,9704 S Commercial Ave,Chicago,IL,60617,5461,COOK 
Walgreens 10350,-87.576225,41.7659,7109 S Jeffery Blvd,Chicago,IL,60649,2425,COOK 
WALGREENS  00258,-87.66922,41.896076,1650 W Chicago Ave,Chicago,IL,60622,5128,COOK 
MACKINAW HOMETOWN IGA,-89.359283,40.536987,100 N Main St,Mackinaw,IL,61755,7566,TAZEWELL 
SUPERMERCADO GONZALEZ 4 INC.,-87.857758,42.3703,2015 Grand Ave,Waukegan,IL,60085,3403,LAKE 
Whole Foods Market,-87.806618,41.888477,7245 Lake St,River Forest,IL,60305,2238,COOK 
Casey's General Store 1634,-89.606995,38.186398,209 W Grant,Coulterville,IL,62237,,RANDOLPH 
Jewel 3487,-87.708443,42.019211,2485 Howard St,Evanston,IL,60202,3638,COOK 
ALDI 59,-89.613251,39.761978,3736 Octavus Via,Springfield,IL,62703,4512,SANGAMON 
Casey's General Store 1797,-89.13974,38.510181,808 Wabash Ave,Centralia,IL,62801,5235,MARION 
ALDI  25,-88.119789,41.936771,125 Stark Dr,Carol Stream,IL,60188,4918,DU PAGE 
HUCK'S  262,-89.70723,39.753178,2801 Lindbergh Blvd,Springfield,IL,62704,6535,SANGAMON 
CHICAGO FOOD MARKET INC.,-87.631897,41.851517,2245 S Wentworth Ave,Chicago,IL,60616,2011,COOK 
"SANFORD FOODS, INC.",-87.755363,41.889442,501 N Laramie Ave,Chicago,IL,60644,1620,COOK 
Walgreens 02584,-89.632904,42.301804,835 W Galena Ave,Freeport,IL,61032,3973,STEPHENSON 
Jewel 3059,-88.186485,41.76247,1759 W Ogden Ave,Naperville,IL,60540,,DU PAGE 
ALDI  91,-87.721626,41.88073,3835 W Madison St,Chicago,IL,60624,2335,COOK 
COUNTY MARKET 518,-88.293541,40.098434,2901 W Kirby Ave,Champaign,IL,61821,5301,CHAMPAIGN 
OQUAWKA JACK & JILL,-90.95018,40.932827,607 SCHUYLER,OQUAWKA,IL,61469,,HENDERSON 
WALGREENS  00162,-87.587555,41.795258,1554 E 55th St,Chicago,IL,60615,5550,COOK 
MILLERS MEAT MKT,-89.993874,38.198296,1524 S Main St,Red Bud,IL,62278,1316,RANDOLPH 
LA PEQUENITA,-90.646965,40.911888,117 S 1st St,Monmouth,IL,61462,5718,WARREN 
LA ROSITA GROCERY STORE,-87.808296,41.781658,6079 S 75th Ave,Summit,IL,60501,1528,COOK 
Casey's General Store 1615,-90.193748,40.492992,504 E Main St,Cuba,IL,61427,,FULTON 
MIDDLE EAST BAKERY & GROCERY,-87.668579,41.976261,1512 W Foster Ave,Chicago,IL,60640,2112,COOK 
MT STERLING IGA,-90.759346,39.982319,200 South Pittsfield St,Mt Sterling,IL,62353,,BROWN 
WALGREEN  5355,-87.648842,41.519005,650 Dixie Hwy,Chicago Heights,IL,60411,2143,COOK 
WALGREEN  03179,-87.637291,41.557438,820 183rd St,Homewood,IL,60430,3505,COOK 
Casey's General Store 1466,-89.298637,41.844639,203 E Lincoln Hwy,Franklin Grove,IL,61031,9307,LEE 
LEWIS PRODUCE MARKET,-87.855476,42.381477,1600 N Lewis Ave,Waukegan,IL,60085,1762,LAKE 
THOMASBORO GROCERY,-88.186928,40.243717,608 N Commercial St,Thomasboro,IL,61878,7502,CHAMPAIGN 
Casey's General Store 1779,-90.006798,38.898563,5256 State Route 140,Bethalto,IL,62010,2202,MADISON 
Casey's General Store 1757,-88.161057,38.983685,701 S Van Buren St,Newton,IL,62448,1722,JASPER 
WALGREENS  3539,-87.624374,41.758125,11 E 75th St,Chicago,IL,60619,1601,COOK 
7-ELEVEN #29168,-87.727303,41.946136,3559 N Pulaski Rd,Chicago,IL,60641,3945,COOK 
Tony's Fresh Market 2,-87.766129,41.926708,2500 N Central Ave,Chicago,IL,60639,1322,COOK 
Casey's General Store 1788,-87.589432,40.131939,2101 E Main St,Danville,IL,61832,5121,VERMILION 
Casey's General Store 1402,-89.068214,41.213509,306 S 1st St,Tonica,IL,61370,9401,LA SALLE 
HOANG-ANH FOODS,-90.442459,41.516006,802 15th Ave,East Moline,IL,61244,2136,ROCK ISLAND 
HUCK'S 281,-89.984756,38.570854,4590 N Illinois St,Swansea,IL,62226,1533,ST CLAIR 
Hy-Vee Foods 1600,-90.424934,41.490429,2001 5th St Ste 51,Silvis,IL,61282,2903,ROCK ISLAND 
I 57 MOTOMART 3132 3132,-88.962532,37.729946,2604 W Main St,Marion,IL,62959,4931,WILLIAMSON 
Casey's General Store 2026,-89.999435,39.887878,103 E Washington St,Ashland,IL,62612,8139,CASS 
Walmart SUPERCENTER #196 00196,-89.183685,37.737213,1450 E Main St,Carbondale,IL,62901,3140,JACKSON 
DOUG'S FOOD MART,-88.328827,37.979549,201 S Division St,Norris City,IL,62869,,WHITE 
CVS 6832,-90.150169,38.903435,2422 College Ave,Alton,IL,62002,4609,MADISON 
NORTHSIDE FAMILY FOODS,-90.62146,39.153904,55 RIVERSIDE DR,HARDIN,IL,62047,,CALHOUN 
WALGREENS  2828,-89.086754,42.250446,1602 Kishwaukee St,Rockford,IL,61104,5116,WINNEBAGO 
Casey's General Store 1613,-89.601295,40.305531,203 E Main St,San Jose,IL,62682,,MASON 
SUPERMERCADO LA CHIQUITA 3,-88.303802,41.737572,651 E ASHLAND AVE,AURORA,IL,60505,,KANE 
Express Lane 2,-88.951897,42.235092,303 E State St,Cherry Valley,IL,61016,9294,WINNEBAGO 
SUPERMERCADO EL GUERO 10,-87.693657,41.820545,4023 S Archer Ave,Chicago,IL,60632,1139,COOK 
TIENDA EL RANCHITO,-90.114433,38.643913,2565 N 32nd St,Fairmont City,IL,62201,2107,ST CLAIR 
THE ABUNDANCE BAKERY  INC,-87.622498,41.809235,105 E 47th St,Chicago,IL,60653,3806,COOK 
Meijer Inc 146,-88.25798,40.143738,2401 N Prospect Ave,Champaign,IL,61822,1233,CHAMPAIGN 
ALDI 15,-87.883339,41.884327,400 S Mannheim Rd,Bellwood,IL,60104,1748,COOK 
BOROWIAK'S IGA,-87.996208,38.263626,709 N Court St,Grayville,IL,62844,1003,WHITE 
ALDI 42,-88.34053,41.858086,451 N Randall Rd,Batavia,IL,60510,9298,KANE 
Jewel 3451,-88.137444,42.154278,150 W Main St,Barrington,IL,60010,3010,LAKE 
WALGREENS  01249,-87.744644,41.851349,4800 W Cermak Rd,Cicero,IL,60804,2531,COOK 
Casey's General Store 1666,-88.508102,38.768463,300 Route 45 S,Louisville,IL,62858,2957,CLAY 
I AND I DELI,-88.02433,39.533218,304 W Ashmore St,Ashmore,IL,61912,7411,COLES 
ZAVALAS GROCERY,-87.732986,41.84243,2657 S Kolin Ave,Chicago,IL,60623,4353,COOK 
KWIK SHOP INC.,-90.19313,41.301617,118 W Court St,Cambridge,IL,61238,1334,HENRY 
Jewel 3219,-88.340164,41.848026,119 S Randall Rd,Batavia,IL,60510,9470,KANE 
WORLD FRESH MARKET,-87.6912,41.997787,2434 W Devon Ave,Chicago,IL,60659,1913,COOK 
SUPER CARNICERIA EL POLLO,-87.686729,41.808456,2458 W 47th St,Chicago,IL,60632,1336,COOK 
LA HUERTA GROCERY # 1,-87.99881,41.936611,396 W Lake St,Addison,IL,60101,2518,DU PAGE 
Casey's General Store 1616,-89.923264,39.876537,201 W Route 125,Pleasant Plains,IL,62677,3460,SANGAMON 
PAULINA FOOD,-87.667801,41.827511,3663 S Paulina St,Chicago,IL,60609,1222,COOK 
ALDI  05,-87.859917,41.954063,9310 Irving Park Rd,Schiller Park,IL,60176,2205,COOK 
Huck's 51,-88.956863,38.312691,101 S 45th St,Mount Vernon,IL,62864,6734,JEFFERSON 
Casey's General Store 1781,-89.411514,38.887169,111 W Harris Ave,Greenville,IL,62246,,BOND 
Casey's General Store 1664,-88.028572,39.653824,110 W State Highway 133,Oakland,IL,61943,6801,COLES 
Jewel 3405,-87.963623,42.385242,6509 Grand Ave,Gurnee,IL,60031,1643,LAKE 
SCHNUCKS  733,-89.152321,38.529758,1129 W Broadway,Centralia,IL,62801,5353,MARION 
SCHNUCKS 269,-90.191925,38.922794,2712 Godfrey Rd,Godfrey,IL,62035,3311,MADISON 
SCHNUCKS 288,-90.124634,38.716919,3100 Madison Ave,Granite City,IL,62040,3651,MADISON 
SCHNUCKS 717,-89.686974,39.768528,2801 Chatham Rd,Springfield,IL,62704,4187,SANGAMON 
SCHNUCKS 229,-89.951126,38.78801,2222 Troy Rd,Edwardsville,IL,62025,2582,MADISON 
SCHNUCKS 243,-90.152924,38.352928,150 Waterloo Commons Dr,Waterloo,IL,62298,1081,MONROE 
ALDI 13R,-87.799896,41.749851,7802 S Harlem Ave,Bridgeview,IL,60455,1532,COOK 
ALDI 62,-87.669441,41.852219,1739 W Cermak Rd,Chicago,IL,60608,4315,COOK 
Walgreens 1450,-87.833817,41.815491,4101 1st Ave,Lyons,IL,60534,1028,COOK 
WALGREENS  1417,-87.674179,41.852173,1931 W Cermak Rd,Chicago,IL,60608,4203,COOK 
Casey's General Store 1809,-89.661232,39.178185,610 W Union Ave,Litchfield,IL,62056,1061,MONTGOMERY 
SALEM MOTOMART 3122,-88.949516,38.627106,500 W Main St,Salem,IL,62881,1401,MARION 
WALGREEN'S  2335,-88.130821,41.729458,63 W 87th St,Naperville,IL,60565,2200,DU PAGE 
WALGREENS  89,-87.799004,41.732395,8715 S Harlem Ave,Bridgeview,IL,60455,1905,COOK 
WALGREEN'S  4743,-87.784744,41.588261,16675 Oak Park Ave,Tinley Park,IL,60477,1754,COOK 
Walgreens 10148,-88.104469,41.780888,6 S 235 Steeple Run Dr,Naperville,IL,60540,3280,DU PAGE 
Walgreens 1504,-87.739975,41.698692,10639 S Cicero Ave,Oak Lawn,IL,60453,5269,COOK 
"STOP-N-GO MART, INC.",-89.77813,38.786446,102 W DIVISION,MARINE,IL,62061,432,MADISON 
RED BUD IGA,-89.993889,38.202847,1010 S Main St,Red Bud,IL,62278,1327,RANDOLPH 
Casey's General Store 1665,-88.609894,41.314545,222 N Main St,Seneca,IL,61360,,LA SALLE 
Casey's General Store 1836,-89.218987,41.378456,425 S Main Ave,Ladd,IL,61329,9749,BUREAU 
Casey's General Store 1811,-88.375366,40.459511,515 S Sangamon Ave,Gibson City,IL,60936,1718,FORD 
JOHNSTON CITY FOOD SHOP,-88.932678,37.819565,913 Grand Ave,Johnston City,IL,62951,1219,WILLIAMSON 
DISCOUNT MEAT CO.,-87.633423,41.750774,339 W 79th St,Chicago,IL,60620,1132,COOK 
Casey's General Store 1655,-88.977753,40.51696,810 N Beech St,Normal,IL,61761,1801,MCLEAN 
LINDO MICHOACAN,-87.707619,41.968487,3142 W Lawrence Ave,Chicago,IL,60625,4228,COOK 
MORRIS MEAT MKT INC.,-87.838768,41.875195,1406 S 5th Ave,Maywood,IL,60153,2129,COOK 
Walmart  633,-89.925552,41.221127,730 Tenney St,Kewanee,IL,61443,3702,HENRY 
Casey's General Store 1668,-90.155273,40.391209,818 S Main St,Lewistown,IL,61542,1740,FULTON 
EXPRESS LANE 25,-90.340897,40.937984,1975 Grand Ave,Galesburg,IL,61401,6421,KNOX 
BLAIRS SLAUGHTERING & PROCESSING,-88.513199,38.774612,2472 Vandalia Rd,Louisville,IL,62858,2048,CLAY 
Casey's General Store 1452,-88.293709,40.753799,300 E Locust St,Chatsworth,IL,60921,,LIVINGSTON 
A. CERTIFIED FOOD MART INC.,-87.649391,41.609978,115 E 154th St,Harvey,IL,60426,3301,COOK 
E R & J  FOOD & LIQUOR,-87.608902,41.773148,658 E 67th St,Chicago,IL,60637,4123,COOK 
Casey's General Store 1689,-89.992218,38.412098,407 N Main St,Smithton,IL,62285,1517,ST CLAIR 
Casey's General Store 1708,-88.84584,41.356289,400 W Norris Dr,Ottawa,IL,61350,1435,LA SALLE 
Aldi 10,-88.31295,42.2262,5831 Northwest Hwy,Crystal Lake,IL,60014,8069,MCHENRY 
Casey's General Store 2564,-89.801575,40.69315,13023 W Farmington Rd,Hanna City,IL,61536,,PEORIA 
Casey's General Store 1842,-91.331329,40.39642,1825 Keokuk St,Hamilton,IL,62341,1143,HANCOCK 
Casey's General Store 1819,-89.924828,41.249783,618 N Main St,Kewanee,IL,61443,1310,HENRY 
BEST SUPER MARKET,-88.006584,40.713703,198 S Oak St,Onarga,IL,60955,,IROQUOIS 
Casey's General Store 1808,-88.609253,39.596874,320 S Hamilton St,Sullivan,IL,61951,1929,MOULTRIE 
Tony's Fresh Market 1,-87.717224,41.924564,3607 W Fullerton Ave,Chicago,IL,60647,2389,COOK 
WALGREENS  6408,-89.630302,40.74506,2324 W War Memorial Dr,Peoria,IL,61614,5552,PEORIA 
Casey's General Store 1821,-90.067261,38.825439,400 Broadway Ave,South Roxana,IL,62087,1768,MADISON 
Casey's General Store 1802,-89.886292,39.279579,425 W Main St,Carlinville,IL,62626,1653,MACOUPIN 
Walgreens 02876,-88.928474,38.314816,3001 Broadway St,Mount Vernon,IL,62864,2361,JEFFERSON 
COLLINSVILLE MINI MART INC,-89.99292,38.667839,601 W Main St,Collinsville,IL,62234,3022,MADISON 
Casey's General Store 1832,-88.47744,39.131676,312 W Main St,Teutopolis,IL,62467,1204,EFFINGHAM 
Casey's General Store 1669,-88.021347,40.312744,2301 County Road 3000 N,Gifford,IL,61847,9756,CHAMPAIGN 
RUDY'S GROCERY STORE,-87.766289,41.846443,2446 S 57th Ave,Cicero,IL,60804,3225,COOK 
Casey's General Store 1672,-88.593475,39.437176,1014 Kentucky Ave,Windsor,IL,61957,1628,SHELBY 
Casey's General Store 1830,-89.477043,39.156006,1556 School St,Hillsboro,IL,62049,1939,MONTGOMERY 
Casey's General Store 1831,-87.675766,38.729477,501 State St,Lawrenceville,IL,62439,3059,LAWRENCE 
Casey's General Store 1839,-89.818687,39.129128,305 N Macoupin St,Gillespie,IL,62033,1467,MACOUPIN 
WALGREENS  2490,-89.972946,38.691116,401 Belt Line Rd,Collinsville,IL,62234,4406,MADISON 
Casey's General Store 3372,-89.226379,40.259556,700 E South St,Atlanta,IL,61723,8728,LOGAN 
Casey's General Store 1837,-89.471405,41.371628,520 W Peru St,Princeton,IL,61356,1949,BUREAU 
BLUEJAY JUNCTION INC,-90.549026,39.742046,ROUTE 100,BLUFFS,IL,62621,350,SCOTT 
HARVESTIME FOODS,-87.695244,41.96859,2632 W Lawrence Ave,Chicago,IL,60625,2945,COOK 
Casey's General Store 1843,-89.676636,41.779636,900 Dixon Ave,Rock Falls,IL,61071,1874,WHITESIDE 
Casey's General Store 1841,-89.068703,41.917171,330 S 7th St,Rochelle,IL,61068,9302,OGLE 
WALGREENS  01308,-87.675308,42.016277,7410 N Clark St,Chicago,IL,60626,1620,COOK 
Casey's General Store 1662,-87.673714,39.804806,222 N Pennsylvania St,Chrisman,IL,61924,1220,EDGAR 
OAKLEY FOODS,-87.68277,41.833839,3300 S Oakley Ave,Chicago,IL,60608,6025,COOK 
WALGREENS  03395,-87.710793,41.866333,3401 W Roosevelt Rd,Chicago,IL,60624,4339,COOK 
LA IMPERIAL,-90.536049,41.505783,134 4th Ave,Moline,IL,61265,1132,ROCK ISLAND 
STOP N GO 527,-89.068527,41.908886,1000 S 7th St,Rochelle,IL,61068,9309,OGLE 
EL FARO FOODS,-87.746521,41.916912,4807 W Armitage Ave,Chicago,IL,60639,3212,COOK 
Jewel 3290,-87.843681,41.908058,800 W North Ave,Melrose Park,IL,60160,,COOK 
LA JEREZANA,-87.550285,41.730122,3022 E 91st St,Chicago,IL,60617,4301,COOK 
WALLER'S MARKET,-89.611717,38.307308,6031 State Route 153,Oakdale,IL,62268,1219,WASHINGTON 
CISNE KEY MARKET,-88.434624,38.513809,98TH & MULBERRY,CISNE,IL,62823,,WAYNE 
Casey's General Store 1852,-89.290504,40.918026,106 E Oblique St,Washburn,IL,61570,7566,MARSHALL 
FARMERS' PACKING INC,-88.031822,38.379723,657 Illinois Route 15,Albion,IL,62806,4455,EDWARDS 
KG'S FRUIT & VEGETABLE MKT,-88.532791,38.0895,307 E Randolph St,McLeansboro,IL,62859,1542,HAMILTON 
7 Eleven 33592,-87.629524,41.88607,200 N Dearborn St,Chicago,IL,60601,1616,COOK 
WALGREENS  04732,-89.618423,40.559467,2020 Court St,Pekin,IL,61554,5215,TAZEWELL 
THE PRODUCE CENTER,-87.778633,41.98753,5820 N Milwaukee Ave,Chicago,IL,60646,5414,COOK 
SAVE-A-LOT FOOD STORES,-87.71801,41.630913,14404 Pulaski Rd,Midlothian,IL,60445,2823,COOK 
WALGREENS 11493,-89.631348,40.56773,1400 Broadway St,Pekin,IL,61554,3879,TAZEWELL 
CARNICERIA EL TORITO #2,-87.77034,41.858276,5830 W 16th St,Cicero,IL,60804,1728,COOK 
WALGREENS  5544,-89.575111,40.731884,1200 E War Memorial Dr,Peoria Heights,IL,61616,7723,PEORIA 
Kmart 4984,-87.794044,41.594913,16300 Harlem Ave,Tinley Park,IL,60477,2576,COOK 
Walgreens 03181,-89.593819,40.717751,2515 N Knoxville Ave,Peoria,IL,61604,3621,PEORIA 
WALGREENS 09920,-90.034973,40.562698,555 N Main St,Canton,IL,61520,1829,FULTON 
ALDI 66,-87.92244,42.068645,1000 Mount Prospect Plz,Mount Prospect,IL,60056,2669,COOK 
WALGREENS  2025,-87.646347,41.83939,3000 S Halsted St,Chicago,IL,60608,5805,COOK 
WALGREENS  2986,-88.259834,42.046371,815 Summit St,Elgin,IL,60120,4315,KANE 
Casey's General Store 1866,-87.759102,39.005531,1603 W Main St,Robinson,IL,62454,3822,CRAWFORD 
ALDI 15,-87.665222,41.506039,527 W 14th St,Chicago Heights,IL,60411,2322,COOK 
Casey's General Store 1851,-90.190804,38.958271,6301 Godfrey Rd,Godfrey,IL,62035,2214,MADISON 
Casey's General Store 1859,-89.705574,41.77079,1201 W Route 30,Rock Falls,IL,61071,2648,WHITESIDE 
Jewel 3476,-87.930893,42.087883,333 E Euclid Ave,Mount Prospect,IL,60056,1288,COOK 
THE CUPBOARD,-89.505623,37.968517,14967 HC 4,CAMPBELL HILL,IL,62916,,JACKSON 
