name,longitude,latitude,address,CITY,STATE,ZIP5,zip4,County
Shital Grocery,-87.934921,42.139168,759 W Dundee Rd,Wheeling,IL,60090,2605,COOK 
THE BUTCHER BLOCK,-91.402412,39.931896,819 Maine St,Quincy,IL,62301,4014,ADAMS 
ROCHELLE SHELL 363834216,-89.066582,41.934029,505 W Highway 38,Rochelle,IL,61068,1199,OGLE 
PONTOON BEACH MOBIL,-90.071419,38.750282,1281 Engineer Rd,Pontoon Beach,IL,62040,2891,MADISON 
OLD TIME MEAT & DELI SHOPPE,-88.245689,40.090904,2018 S Neil St,Champaign,IL,61820,7220,CHAMPAIGN 
BLUE ISLAND CITGO,-87.699707,41.662449,3196 Burr Oak Ave,Blue Island,IL,60406,3936,COOK 
SOUTH SIDE MARATHON INC,-87.693428,41.779179,2800 W 63rd St,Chicago,IL,60629,2313,COOK 
BUTERA MARKET,-88.315277,41.996166,1175 W Spring St,South Elgin,IL,60177,1408,KANE 
MORSE FOOD AND MEAT MARKET,-87.666962,42.007919,1430 W Morse Ave,Chicago,IL,60626,3480,COOK 
SULLIVAN FOODS 240,-89.927299,41.223671,605 Tenney St,Kewanee,IL,61443,3738,HENRY 
WALLY'S MARKET III,-87.961578,42.048332,1731 W Golf Rd,Mount Prospect,IL,60056,4025,COOK 
Pershing Center,-87.632385,41.823582,243 W Pershing Rd,Chicago,IL,60609,2845,COOK 
RITE PRICE,-88.135223,42.025105,2227 W Schaumburg Rd,Schaumburg,IL,60194,3891,COOK 
Circle K 4700041,-89.079735,42.266926,1030 E State St,Rockford,IL,61104,2139,WINNEBAGO 
DOLLAR GENERAL 7581,-89.194359,37.042294,14144 Turner Ln,Cairo,IL,62914,3100,ALEXANDER 
DOLLAR GENERAL 9182,-90.216072,39.902733,5717 IL Route 78,Virginia,IL,62691,1399,CASS 
DOLLAR GENERAL 9247,-88.968407,40.489918,1209 Towanda Ave,Bloomington,IL,61701,3423,MCLEAN 
DOLLAR GENERAL 1110,-90.759308,39.982525,204 Pittsfield Rd,Mount Sterling,IL,62353,1626,BROWN 
Dollar General 9157,-91.125771,40.416168,1101 Buchanan St,Carthage,IL,62321,1249,HANCOCK 
DOLLAR GENERAL 7890,-88.9506,37.898632,905 Factory Outlet Blvd,West Frankfort,IL,62896,4285,FRANKLIN 
El Barakah Supermarket,-87.560486,41.763927,7300 S South Shore Dr,CHICAGO,IL,60649,,COOK 
DOLLAR GENERAL 9305,-88.346107,37.428417,479 Main St,Rosiclare,IL,62982,1001,HARDIN 
DOLLAR GENERAL 8772,-89.11422,37.875328,218 S Main St,Royalton,IL,62983,,FRANKLIN 
DOLLAR GENERAL 9386,-90.403297,40.796177,505 S Commercial Dr,Abingdon,IL,61410,1603,KNOX 
SDS STORES INC,-89.695732,38.534988,409 E Hanover St,New Baden,IL,62265,1903,CLINTON 
DOLLAR GENERAL 9474,-91.057663,40.039772,607 E Wood St,Camp Point,IL,62320,1445,ADAMS 
DOLLAR GENERAL 9680,-89.574409,40.728809,3419 N Prospect Rd,Peoria,IL,61603,1519,PEORIA 
DOLLAR GENERAL 4576,-89.040283,38.091835,811 E Franklin St,Sesser,IL,62884,1622,FRANKLIN 
DOLLAR GENERAL 9368,-88.540321,37.747101,1107 N Main St,Harrisburg,IL,62946,1076,SALINE 
DOLLAR GENERAL 9498,-87.994186,40.761719,610 S Crescent St,Gilman,IL,60938,1516,IROQUOIS 
DOLLAR GENERAL 9297,-89.185158,37.727001,110 N Giant City Rd,Carbondale,IL,62902,6408,JACKSON 
Dollar General 9734,-90.498024,40.557014,1111 N Cole St,BUSHNELL,IL,61422,,MCDONOUGH 
Dollar General 9555,-88.598068,38.345856,1606 W Robinson,Wayne City,IL,62895,,WAYNE 
DOLLAR GENERAL 6226,-88.573402,40.027885,400 W Center St,Monticello,IL,61856,1613,PIATT 
DOLLAR GENERAL 6340,-89.280815,40.015228,423 E Chestnut St,Mount Pulaski,IL,62548,1006,LOGAN 
DOLLAR GENERAL 4871,-90.07634,38.731575,4101 Pontoon Rd,Pontoon Beach,IL,62040,4345,MADISON 
DOLLAR GENERAL 7954,-88.376671,39.463493,2007 Lake Land Blvd,Mattoon,IL,61938,5923,COLES 
DOLLAR GENERAL 2588,-89.778908,39.013893,726 E Main St,Staunton,IL,62088,1529,MACOUPIN 
DOLLAR GENERAL 2639,-89.831497,37.921173,612 Chester Center,Chester,IL,62233,1282,RANDOLPH 
DOLLAR GENERAL 2982,-89.08242,37.74543,314 W Plaza Dr,Carterville,IL,62918,1980,WILLIAMSON 
DOLLAR GENERAL 8617,-88.620621,37.683926,6500 US 45 S,Carrier Mills,IL,62917,,SALINE 
DOLLAR GENERAL 8435,-89.539169,40.372581,701 E 4th St,Delavan,IL,61734,9615,TAZEWELL 
DOLLAR GENERAL 8708,-89.002129,40.737629,903 W Main St,El Paso,IL,61738,1495,WOODFORD 
DOLLAR GENERAL 4836,-88.870461,39.780567,900 N State Highway 121,Mt Zion,IL,62549,1436,MACON 
Dollar General 7696,-88.747902,39.049858,913 S Main St,Altamont,IL,62411,1743,EFFINGHAM 
DOLLAR GENERAL 2721,-88.948792,39.876804,655 E Pershing Rd,Decatur,IL,62526,2437,MACON 
DOLLAR GENERAL 9023,-89.780563,39.454041,714 N 3rd St,Girard,IL,62640,1040,MACOUPIN 
DOLLAR GENERAL 7462,-88.987,40.312054,803 W Cleveland St,Heyworth,IL,61745,9189,MCLEAN 
DOLLAR GENERAL 6279,-87.855324,42.388618,2005 N Lewis Ave,Waukegan,IL,60087,4721,LAKE 
Mangos Fresh Market & Deli,-87.889511,42.107662,648 N Milwaukee Ave,Prospect Heights,IL,60070,2353,COOK 
AL BAYAN GROCERY INC,-87.785973,41.937119,3134 N Narragansett Ave,Chicago,IL,60634,4919,COOK 
Aldi 60,-87.994225,42.236095,730 S Rte 83,Mundelein,IL,60060,4576,LAKE 
Aldi 85,-87.660637,41.657265,13085 S Ashland Ave,Calumet Park,IL,60827,6333,COOK 
ARANDA'S LIQUOR & FOOD,-87.680176,41.648907,13440 S WESTERN AVE,BLUE ISLAND,IL,60406,,COOK 
M & M GROCERY,-87.654678,41.964558,4533 N Sheridan Rd,Chicago,IL,60640,5618,COOK 
Casey's General Store 2577,-89.42308,39.591217,110 SPRINGFIELD ST,KINCAID,IL,62540,,CHRISTIAN 
DOLLAR GENERAL 0563,-89.47583,40.587921,2025 S Main St,Morton,IL,61550,2915,TAZEWELL 
DOLLAR GENERAL 0642,-89.483459,40.692734,44 Sunnyland Plz,Washington,IL,61571,1943,TAZEWELL 
Dollar General 1090,-88.546928,39.104088,1908 S Banker St,Effingham,IL,62401,2809,EFFINGHAM 
SUPERMERCADO CHAPALA,-87.771805,41.850803,5909 W Cermak Rd,Cicero,IL,60804,2136,COOK 
DOLLAR GENERAL 3796,-88.59185,42.242065,1020 E Grant Hwy,Marengo,IL,60152,3408,MCHENRY 
DOLLAR GENERAL 6381,-90.183411,41.300076,13075 Illinois Highway 81,Cambridge,IL,61238,9151,HENRY 
Dollar General 6499,-89.825203,42.376045,106 E Provost St,Lena,IL,61048,9707,STEPHENSON 
DOLLAR GENERAL 7467,-87.675316,39.795971,22265 IL Highway 1,Chrisman,IL,61924,8770,EDGAR 
DOLLAR GENERAL 8299,-87.86869,41.114925,545 S Washington Ave,Kankakee,IL,60901,3745,KANKAKEE 
DOLLAR GENERAL 8502,-89.602127,40.619049,104 Joliet Rd,Marquette Hts,IL,61554,1325,TAZEWELL 
TONY'S FOODS,-87.747284,41.838459,4900 W 30th St,Cicero,IL,60804,3616,COOK 
Walgreens 7515,-87.806259,41.974751,7155 W Foster Pl,Chicago,IL,60656,3614,COOK 
Walgreens 3273,-87.803238,42.187016,655 Elm Pl,Highland Park,IL,60035,3132,LAKE 
ASIAN FOOD MART,-88.281776,42.029572,54B National St,Elgin,IL,60123,7742,KANE 
SAVE-A-LOT 477,-88.207436,40.11441,220 N Broadway Ave,Urbana,IL,61801,2707,CHAMPAIGN 
LITTLE WORLD MART,-89.668045,39.766582,2936 S Macarthur Blvd,Springfield,IL,62704,5019,SANGAMON 
CVS 7142,-88.024925,41.583427,16760 W Division St,Lockport,IL,60441,,WILL 
CAPUTO'S FRESH MARKET,-88.073868,41.957481,166 E Lake St,Bloomingdale,IL,60108,1168,DU PAGE 
Walmart 5044,-90.447342,42.434387,10000 Bartel Blvd,Galena,IL,61036,8219,JO DAVIESS 
WING CHEONG GROCERY INC,-87.631889,41.85046,2317 S Wentworth Ave,Chicago,IL,60616,2013,COOK 
WYANET LOCKER,-89.58065,41.365456,218 E Railroad St,Wyanet,IL,61379,4505,BUREAU 
Tony's Fresh Market 6,-87.799187,41.734379,8630 S Harlem Ave,Bridgeview,IL,60455,1802,COOK 
CVS 7166,-87.628151,41.6334,250 W 144th St,Riverdale,IL,60827,2733,COOK 
CVS 7170,-88.111267,42.363163,1229 W IL Route 134,Round Lake,IL,60073,9725,LAKE 
CC FOOD MART 9,-89.841576,38.889099,315 E STATE,HAMEL,IL,62046,,MADISON 
BEACH PARK MINI MART,-87.825554,42.4189,38357 N Sheridan Rd,Beach Park,IL,60087,1701,LAKE 
EASTVIEW INC,-87.668442,42.016003,1501 W Jarvis Ave,Chicago,IL,60626,1908,COOK 
SAVE-A-LOT,-89.213432,37.725471,301 E Walnut St,Carbondale,IL,62901,3018,JACKSON 
Thornton Oil 139,-88.321877,41.789642,418 S Lincolnway,North Aurora,IL,60542,1708,KANE 
TINLEY MARKET,-87.813103,41.586979,16721 80th Ave,Tinley Park,IL,60477,2361,COOK 
BALTIMORE FOOD & LIQUOR,-87.547211,41.653236,13322 S Baltimore Ave,Chicago,IL,60633,1425,COOK 
RTE 203 FOOD MART,-90.128685,38.641376,1951 Collinsville Rd,Fairmont City,IL,62201,1537,ST CLAIR 
MAYWOOD GAS INC,-87.843605,41.864338,905 W Roosevelt Rd,Maywood,IL,60153,3240,COOK 
DOLLAR GENERAL 4248,-87.996742,38.248188,126 Industrial Park Dr,GRAYVILLE,IL,62844,1403,WHITE 
DOLLAR GENERAL 4394,-87.629936,40.177452,3353 N Vermilion St,Danville,IL,61832,,VERMILION 
LA HUERTA SUPERMARKET,-88.339767,41.90395,580 S Randall Rd,St Charles,IL,60174,1534,KANE 
Aldi 30,-87.704926,41.838482,3030 S Kedzie Ave,Chicago,IL,60623,4713,COOK 
Casey's General Store 2587,-89.603607,39.893978,270 S Crossing Rd,Sherman,IL,62684,9671,SANGAMON 
Casey's General Store 2588,-89.553772,39.954922,112 N Oak St,Williamsville,IL,62693,9045,SANGAMON 
MUNICIPAL FOODS,-87.691734,41.902935,2559 W Division St,Chicago,IL,60622,2805,COOK 
LAMBO'S AMOCO,-88.368416,39.48159,1202 Charleston Ave,Mattoon,IL,61938,,COLES 
EVANSTON GAS & FOOD INC,-87.684563,42.019505,101 Ridge Ave,Evanston,IL,60202,3826,COOK 
CITGO GAS STATION & FOOD MART,-87.681763,41.712112,9955 S Western Ave,Chicago,IL,60643,1830,COOK 
CERMAK PRODUCE,-87.723328,41.798019,5220 S Pulaski Rd,Chicago,IL,60632,4222,COOK 
THE BUTCHER'S BLOCK,-89.703583,38.140491,1505 N Market St,Sparta,IL,62286,1077,RANDOLPH 
ABARROTES LA ROSITA INC,-87.907822,42.096096,1902 S Wolf Rd,Wheeling,IL,60090,6518,COOK 
Casey's General Store 2557,-88.354126,38.680481,940 S Main St,Clay City,IL,62824,1116,CLAY 
Casey's General Store 2558,-88.261711,39.99015,501 N Long St,Tolono,IL,61880,9029,CHAMPAIGN 
Food 4 Less Midwest 561,-88.126022,41.553547,1701 N Larkin Ave,Crest Hill,IL,60403,3392,WILL 
KWIK PANTRY,-88.019173,41.860085,42 W Roosevelt Rd,Lombard,IL,60148,4402,DU PAGE 
AL-AMIN GROCERY,-87.691025,41.997822,6403 N Artesian Ave,Chicago,IL,60645,5301,COOK 
DOLLAR GENERAL 6963,-89.989502,38.417145,4037 State Route 159,Smithton,IL,62285,2533,ST CLAIR 
DOLLAR GENERAL 9780,-88.89624,38.317402,421 Broadway St,Mount Vernon,IL,62864,5117,JEFFERSON 
LA FIESTA BAKERY INC,-87.722733,41.776131,6424 S Pulaski Rd,Chicago,IL,60629,5134,COOK 
MARATHON GAS,-87.576065,41.75687,7601 S Jeffery Blvd,Chicago,IL,60649,4015,COOK 
Walgreens 09176,-90.262459,39.723129,1802 W Morton Ave,Jacksonville,IL,62650,2619,MORGAN 
Walgreens 09145,-89.687927,39.809822,1900 W Jefferson St,Springfield,IL,62702,2202,SANGAMON 
Walgreens 03321,-87.761742,41.79586,5874 S Archer Ave,Chicago,IL,60638,1645,COOK 
Walgreens 04258,-88.287529,42.098251,810 W Main St,West Dundee,IL,60118,2051,KANE 
Target Store 1950,-88.203026,42.017387,1001 Sutton Rd,Streamwood,IL,60107,2332,COOK 
MINIT STOP CONVENIENCE MART,-90.862633,40.555969,400 E Washington St,Blandinsville,IL,61420,5094,MCDONOUGH 
DOLLAR GENERAL 0856,-89.494102,40.904449,312 S Plaza Park,Chillicothe,IL,61523,2214,PEORIA 
DOLLAR GENERAL 6883,-89.941299,41.680252,36 Grove St,Prophetstown,IL,61277,9375,WHITESIDE 
SUNSHINE FOOD MART,-89.643318,39.816391,1201 N 9th St,Springfield,IL,62702,3959,SANGAMON 
Walgreens 07866,-88.131813,41.522476,2101 W Jefferson St,Joliet,IL,60435,6621,WILL 
Walgreens 07139,-87.888718,41.484051,11200 W Laraway Rd,Frankfort,IL,60423,8705,WILL 
Walgreens 04947,-87.737999,41.647148,13501 Cicero Ave,Crestwood,IL,60445,1934,COOK 
Walgreens 02720,-88.036713,41.772709,6240 Belmont Rd,Downers Grove,IL,60516,1638,DU PAGE 
FRUTERIA ANDREA,-87.713501,41.840611,2800 S Drake Ave,Chicago,IL,60623,4638,COOK 
Walmart Supercenter 5398,-89.112724,42.31543,3902 W Riverside Blvd,Rockford,IL,61101,,WINNEBAGO 
WEST LAWN FOODS 4,-87.723007,41.786594,5838 S Pulaski Rd,Chicago,IL,60629,4544,COOK 
Circle K 4700094,-88.190704,40.09507,1821 Philo Rd,Urbana,IL,61802,6015,CHAMPAIGN 
ST LOUIS FOOD MART,-87.855247,42.392227,2201 N Lewis Ave,Waukegan,IL,60087,3804,LAKE 
CITGO,-87.653648,41.779568,1151 W 63rd St,Chicago,IL,60621,1345,COOK 
Walgreens 07687,-87.711662,41.924717,3320 W Fullerton Ave,Chicago,IL,60647,2514,COOK 
Walgreens 07361,-88.185822,41.757969,1779 Sequoia Rd,Naperville,IL,60540,6424,DU PAGE 
Walgreens 07250,-87.681099,41.706326,2345 W 103rd St,Chicago,IL,60643,2423,COOK 
A & S GAS STATION INC,-87.67321,41.617767,14941 Dixie Hwy,Harvey,IL,60426,1431,COOK 
S & B MINI MART INC,-87.850487,42.351551,1550 Glen Rock Ave,Waukegan,IL,60085,6253,LAKE 
BOMBAY BAZAR,-88.034088,41.772388,2093 63rd St,Downers Grove,IL,60516,2316,DU PAGE 
GAS PLUS,-87.683807,41.784378,6000 S Western Ave,Chicago,IL,60636,2020,COOK 
CVS 5836,-87.596153,41.799522,1228 E 53rd St,Chicago,IL,60615,4008,COOK 
MAYWOOD MART CARE,-87.853363,41.871407,1701 Harrison St,Maywood,IL,60153,1740,COOK 
Casey's General Store 2605,-89.957344,41.807545,602 E Lincolnway,Morrison,IL,61270,2947,WHITESIDE 
Walgreens 09033,-87.973885,41.751369,7516 S Cass Ave,Darien,IL,60561,4457,DU PAGE 
CREAL SPRINGS MINI MART,-88.836441,37.61964,100 E Keely St,Creal Springs,IL,62922,2108,WILLIAMSON 
NEIGHBORHOOD MARKET,-89.107643,42.262444,1102 Ferguson St,Rockford,IL,61102,2861,WINNEBAGO 
Walmart SUPERCENTER 5399,-89.474991,41.826145,1640 S Galena Ave,Dixon,IL,61021,9611,LEE 
Walmart 5442,-88.03186,41.948971,1050 N Rohlwing Rd,Addison,IL,60101,1034,DU PAGE 
DOLLAR GENERAL 9960,-88.261528,39.991135,507 N Long St,Tolono,IL,61880,9029,CHAMPAIGN 
Walgreens 02473,-89.689499,41.765408,1700 1st Ave,Rock Falls,IL,61071,3010,WHITESIDE 
Walgreens 03714,-90.192169,38.921406,2610 State St,Alton,IL,62002,5150,MADISON 
Walgreens 04502,-88.259026,42.121212,399 Lake Marian Rd,Carpentersville,IL,60110,2096,KANE 
EUREKA LOCKER INC,-89.288605,40.718758,110 4-H PARK RD,EUREKA,IL,61530,,WOODFORD 
ENGLEWOOD GAS INC,-87.629204,41.780056,150 W 63rd St,Chicago,IL,60621,3811,COOK 
Walgreens 07630,-87.62822,41.900024,933 N State St,Chicago,IL,60610,2842,COOK 
GEETHA FOODS,-87.729462,42.033432,4035 Main St,Skokie,IL,60076,2778,COOK 
FARM SUPERMARKET,-87.686684,41.997753,2257 W Devon Ave,Chicago,IL,60659,2042,COOK 
Meijer Inc 198,-88.120567,41.953308,130 S Gary Ave,Bloomingdale,IL,60108,2243,DU PAGE 
PSR PETRO MART,-90.582741,41.502949,722 11th St,Rock Island,IL,61201,2441,ROCK ISLAND 
CVS 6789,-88.029022,41.729012,8645 Woodward Ave,Woodridge,IL,60517,3148,DU PAGE 
PARKWAY SUPER MARKET INC,-87.615494,41.777775,6435 S King Dr,Chicago,IL,60637,3116,COOK 
SHAFFERS GROCERY,-88.43808,37.581295,RR 1,Herod,IL,62947,9801,POPE 
BART'S SUPERMARKET,-88.859642,40.870968,105 E Falcon Hwy,Flanagan,IL,61740,7502,LIVINGSTON 
CARNITAS Y SUPERMERCARDO ELGIGANTE,-87.756271,41.925976,2500 N Laramie Ave,Chicago,IL,60639,2422,COOK 
GRAND FOOD & LIQUOR INC,-87.75457,41.916939,5128 W GRAND AVE,CHICAGO,IL,60639,,COOK 
CARNICERIA JIMENEZ,-88.195801,41.88208,559 Main St,West Chicago,IL,60185,2842,DU PAGE 
ORCHARD STOP,-88.37529,41.729675,1700 Orchard Rd,Montgomery,IL,60538,1081,KENDALL 
DOLLAR GENERAL 9877,-89.947685,39.02861,1281 S Washington St,Bunker Hill,IL,62014,2845,MACOUPIN 
DOLLAR GENERAL 6813,-89.356827,42.003613,1050 W Pines Rd,Oregon,IL,61061,9599,OGLE 
DOLLAR GENERAL 2619,-89.372955,38.617386,1250 12th St,Carlyle,IL,62231,1251,CLINTON 
DOLLAR GENERAL 9047,-88.345886,41.71452,73 Boulder Hill Pass,Montgomery,IL,60538,1911,KENDALL 
WEST TOWN MOBIL,-87.724174,41.86623,3942 W Roosevelt Rd,Chicago,IL,60624,4233,COOK 
PETE'S FRESH MARKET 5,-87.539452,41.681011,3448 E 118th St,Chicago,IL,60617,7354,COOK 
Walgreens 09141,-87.702209,41.735188,8700 S Kedzie Ave,Evergreen Park,IL,60805,1024,COOK 
Walgreens 03940,-88.034431,42.139191,375 E Dundee Rd,Palatine,IL,60074,2812,COOK 
ALDI 14,-88.2015,41.902012,978 N Neltnor Blvd,West Chicago,IL,60185,5981,DU PAGE 
7-Eleven 33747,-88.110329,41.863979,326 W Liberty Dr,Wheaton,IL,60187,5048,DU PAGE 
SUGARS PLUS,-87.613083,41.809425,525 E 47th St,Chicago,IL,60653,4207,COOK 
ONE STOP SHOP,-89.956703,38.730804,2621 N Center St,Maryville,IL,62062,5670,MADISON 
PITA INN MARKET,-87.726532,42.040817,3922 Dempster St,Skokie,IL,60076,2236,COOK 
Aldi 67,-87.702896,41.735115,3231 W 87th St,Evergreen Park,IL,60805,1014,COOK 
DOLLAR GENERAL 9938,-89.348885,40.1455,415 Limit St,Lincoln,IL,62656,2966,LOGAN 
DOLLAR GENERAL 1083,-89.968338,38.695618,1974 Vandalia St,Collinsville,IL,62234,4846,MADISON 
DOLLAR GENERAL 1231,-89.537941,40.675014,2490 E Washington St,East Peoria,IL,61611,1859,TAZEWELL 
Dollar General 2275,-89.850861,40.019684,1018 N 6th St,Petersburg,IL,62675,1182,MENARD 
Dollar General 4041,-90.150642,38.348629,717 N Market St,Waterloo,IL,62298,1003,MONROE 
DOLLAR GENERAL 4563,-89.60199,40.547562,3241 Barney Ave,Pekin,IL,61554,6234,TAZEWELL 
DOLLAR GENERAL 7204,-89.484016,41.853416,716 North Brinton Ave,Dixon,IL,61021,1610,LEE 
DOLLAR GENERAL 7904,-89.987144,38.669685,126 W Main St,Collinsville,IL,62234,3015,MADISON 
DOLLAR GENERAL 8297,-90.959908,40.58313,718 E Main St,La Harpe,IL,61450,9161,HANCOCK 
PRICE RITE GAS & FOOD,-88.282944,42.041866,180 Kimball St,Elgin,IL,60120,4112,KANE 
Walgreens 07672,-89.947243,38.569866,1108 Hartman Ln,Belleville,IL,62221,7921,ST CLAIR 
Walgreens 5124,-87.604919,41.737389,8658 S Cottage Grove Ave,Chicago,IL,60619,,COOK 
DEMANGE PRODUCE,-90.092796,38.580681,5750 Pocket Rd,East Saint Louis,IL,62205,1042,ST CLAIR 
ENDY'S DELI,-87.719818,41.936707,3055 N Milwaukee Ave,Chicago,IL,60618,6612,COOK 
DOLLAR GENERAL 2303,-87.662704,41.164188,200 N Dixie Hwy,Momence,IL,60954,,KANKAKEE 
"SUPERMERCADO VILLARREAL, INC.",-87.753738,41.837467,3018 S Laramie Ave,Cicero,IL,60804,3557,COOK 
HAPPY FOODS,-87.763542,41.99799,6415 N Central Ave,Chicago,IL,60646,2901,COOK 
Aldi 71,-87.894386,42.028202,1365 Lee St,Des Plaines,IL,60018,1514,COOK 
Walgreens 01309,-89.68103,38.747849,110 Walnut St,Highland,IL,62249,1222,MADISON 
Walgreens 01449,-87.849472,41.850292,8000 Broadview Village Sq,Broadview,IL,60155,2601,COOK 
MACIAS PRODUCE INC,-87.551247,41.73312,8933 S Commercial Ave,Chicago,IL,60617,3202,COOK 
BIG SUCHIR,-88.042374,41.750149,2437 75th St,Woodridge,IL,60517,2856,DU PAGE 
HAPPY FOODS,-87.818474,42.004276,6783 N Northwest Hwy,Chicago,IL,60631,1264,COOK 
CIRCLE K 1249,-88.161247,38.990967,103 W Jourdan St,Newton,IL,62448,1928,JASPER 
HY VEE GAS #1,-91.395149,39.913643,1300 Harrison St,Quincy,IL,62301,6704,ADAMS 
INTER DELI INC,-87.958649,42.140057,750 S Buffalo Grove Rd,Buffalo Grove,IL,60089,3708,LAKE 
PEORIA HEIGHTS BP,-89.574059,40.741241,4430 N Prospect Rd,Peoria Heights,IL,61616,6540,PEORIA 
THE GRAPEVINE FOOD,-87.849693,41.627834,14402 John Humphrey Dr,Orland Park,IL,60462,2638,COOK 
GREEN ACRES FOOD MART,-87.783348,41.8423,2630 RIDGELAND AVE,BERWYN,IL,60402,,COOK 
SHOP & SAVE MARKET,-87.885307,42.043346,518 Metropolitan Way,Des Plaines,IL,60016,4627,COOK 
LA HUERTA 2,-87.943588,41.956142,224 W Green St,Bensenville,IL,60106,2494,DU PAGE 
GREENUP IGA,-88.163055,39.247585,201 E Cumberland St,Greenup,IL,62428,1183,CUMBERLAND 
Nuevo Mexico,-87.888939,42.0182,1920 Mannheim Rd,Des Plaines,IL,60018,2907,COOK 
SUN RAYS ENTERPRISES INC,-88.198631,42.428776,6900 State Park Rd,Fox Lake,IL,60020,1058,LAKE 
Dollar General 7343,-90.579071,40.121109,101 Rodewald Dr,Rushville,IL,62681,9783,SCHUYLER 
WALGREENS  03991,-90.583107,41.478832,3100 11th St,Rock Island,IL,61201,6706,ROCK ISLAND 
HY-VEE FOODS 1533,-91.392982,39.913601,1400 Harrison St,Quincy,IL,62301,6706,ADAMS 
#1 SUPER PALESTINE,-87.798065,41.703262,10326 S Harlem Ave,Palos Hills,IL,60465,2036,COOK 
MARTIN'S IGA,-87.992157,39.305126,505 N Route 49,Casey,IL,62420,1449,CLARK 
Casey's General Store 2554,-89.015617,40.450535,2017 Fox Creek Rd,Bloomington,IL,61701,9531,MCLEAN 
Perry County Market Place,-89.38195,38.076,412 S Main St,Pinckneyville,IL,62274,1454,PERRY 
County Market 212,-90.571259,40.117599,520 W Clinton St,Rushville,IL,62681,1246,SCHUYLER 
METROPOLIS BIG JOHN SUPER STORE,-88.716705,37.144993,1200 E 5th St,Metropolis,IL,62960,,MASSAC 
WILSON FOOD MART,-88.975098,37.293621,106 WASHINGTON,KARNAK,IL,62956,336,PULASKI 
DOLLAR GENERAL 7324,-90.148125,38.678703,220 McCambridge Ave,Madison,IL,62060,1550,MADISON 
DOLLAR GENERAL 9843,-88.908112,41.58297,1332 E US Highway 34,Earlville,IL,60518,6136,LA SALLE 
DOLLAR GENERAL 10269,-88.250671,42.214176,366 Northwest Hwy,CARY,IL,60013,2900,MCHENRY 
HAN'S MARKET,-89.204041,37.717499,863 E Grand Ave,Carbondale,IL,62901,3543,JACKSON 
PINCKNEYVILLE SAVE-A-LOT,-89.382866,38.078529,215 S Walnut St,Pinckneyville,IL,62274,1315,PERRY 
4 O QUICK SHOP,-89.883156,38.718456,804 S Main St,Troy,IL,62294,1819,MADISON 
MACH 1 FOOD SHOP #13,-87.635605,40.134418,510 N Gilbert St,Danville,IL,61832,4554,VERMILION 
KROGER MS-380 024,-88.945564,37.740845,1704 W Deyoung St,Marion,IL,62959,1054,WILLIAMSON 
KROGER L746 746,-89.027802,37.788559,1609 S Park Ave,Herrin,IL,62948,4162,WILLIAMSON 
Smalls Food Store Inc,-88.91655,37.730804,1005 E Main St,Marion,IL,62959,3914,WILLIAMSON 
PANADERIA CORAL INC,-87.720024,41.844303,3807 W 26th St,Chicago,IL,60623,3808,COOK 
Walmart 5352,-88.340622,41.862644,801 N Randall Rd,Batavia,IL,60510,1992,KANE 
Casey's General Store 2591,-88.870476,39.780811,950 N State Highway 121,Mt Zion,IL,62549,1436,MACON 
FARMER'S MARKET,-89.995628,38.665581,128 Saint Louis Rd,Collinsville,IL,62234,2424,MADISON 
INDIA BAZZAR,-87.936188,42.047611,615 W Golf Rd,Des Plaines,IL,60016,2462,COOK 
LOUIES P&R INC,-89.026558,37.802841,101 S 14th St,Herrin,IL,62948,3605,WILLIAMSON 
MOUNDS STOP & SHOP INC,-89.198387,37.111965,304 S Blanche St,Mounds,IL,62964,1106,PULASKI 
HOMAN'S DAIRY STORE INC,-89.344559,37.764378,1904 Walnut St,Murphysboro,IL,62966,1910,JACKSON 
SUN SHINE FOOD MART 5,-88.153656,41.609909,369 S Budler Rd,Romeoville,IL,60446,4102,WILL 
JEWEL 3730,-88.270164,41.4198,2051 Ridge Rd,Minooka,IL,60447,8801,GRUNDY 
CVS 5989,-87.665184,41.786785,1620 W 59th St,Chicago,IL,60636,1735,COOK 
Target Store 833,-87.973099,42.240479,313 W Townline Rd,Vernon Hills,IL,60061,4331,LAKE 
Target Store 2035,-87.796684,41.543953,7300 191st St,Tinley Park,IL,60487,9361,COOK 
CIRCLE K 150,-88.995522,40.530231,1606 N Main St,Normal,IL,61761,1114,MCLEAN 
Target Store 2081,-87.84951,41.854183,800 Broadview Village Sq,Broadview,IL,60155,4887,COOK 
RAJESHREE GROCERS,-88.125092,42.047253,1849 W Golf Rd,Schaumburg,IL,60194,1148,COOK 
Target Store 943,-88.257866,40.141941,2102 N Prospect Ave,Champaign,IL,61822,1231,CHAMPAIGN 
Target Store 841,-87.741982,41.764256,7100 S Cicero Ave,Bedford Park,IL,60629,5813,COOK 
Target Store 1889,-87.630585,41.869282,1154 S Clark St,Chicago,IL,60605,2159,COOK 
Target Store 1924,-87.788651,41.930904,6525 W Diversey Ave,Chicago,IL,60707,2312,COOK 
Target Store 732,-87.743843,41.840248,2901 S Cicero Ave,Cicero,IL,60804,3637,COOK 
Target Store 1167,-87.813011,42.105434,2241 Willow Rd,Glenview,IL,60025,7636,COOK 
Target Store 837,-87.844269,41.908047,850 W North Ave,Melrose Park,IL,60160,1611,COOK 
